EMAIL,MEMBER_JOIN_DATE,GENDER,MEMBERSHIP_STATUS,AVG_SESSION_LENGTH_MIN,AVG_TIME_ON_APP_MIN,AVG_TIME_ON_WEBSITE_MIN,LIFE_TIME_VALUE
54iAT6mMOK@vw5cs.com,2024-04-02,FEMALE,BASIC,4.7431,1.7431,3.7431,74.31
HzNSVkHk0N@GrD4p.com,2024-04-17,MALE,BASIC,4.2252,4.2252,4.2252,122.52
rCdXASDj5T@UYmfq.com,2024-04-26,FEMALE,DIAMOND,6.6266,10.6266,11.6266,662.66
B1CjO3Souw@vgoZx.com,2024-04-05,FEMALE,BASIC,,2.7358,7.7358,73.58
8E4RdQpUIC@hs6Qj.com,2024-04-11,MALE,GOLD,4.7041,,7.7041,370.41
iyMpwqMXUy@BixKe.com,2024-04-19,MALE,GOLD,5.5669,10.5669,,456.69
WnAo0kSPRD@hqWHP.com,2024-04-14,MALE,SILVER,,5.5644,8.5644,256.44
ZjQmgO2AEA@Ywrss.com,2024-04-05,FEMALE,BRONZE,5.8199,,8.8199,181.99
EmDs1P6J3c@fnYHf.com,2024-04-10,MALE,BRONZE,5.8289,,6.8289,182.89
6O2MfTI1f1@mXwXO.com,2024-04-20,MALE,GOLD,4.8793,,11.8793,487.93
aEG89IgSxJ@1Zo5j.com,2024-04-15,MALE,DIAMOND,7.0923,14.0923,13.0923,709.23
LTMtYJ7I4J@boXVn.com,2024-04-09,FEMALE,SILVER,3.8387,,9.8387,283.87
iC7fAAm3Vh@iqKvh.com,2024-04-13,MALE,BASIC,5.6056,7.6056,6.6056,60.56
h23IwrjxHu@JHsyB.com,2024-04-20,FEMALE,DIAMOND,8.3373,9.3373,,733.73
upw3TjqCaD@D4kIj.com,2024-04-18,MALE,PLATIN,8.136,8.136,12.136,613.60
IP2jD8t4Dj@uqKHv.com,2024-04-09,MALE,DIAMOND,8.918,,11.918,691.80
VWTWb1yf9l@5xYh7.com,2024-04-12,MALE,BASIC,3.2067,,8.2067,120.67
ATFOZRU1c5@itPRs.com,2024-04-07,MALE,BASIC,1.7244,,5.7244,72.44
qox6y6cfQq@ED7Vr.com,2024-04-23,MALE,PLATIN,7.5987,6.5987,9.5987,559.87
qqXQmspf1x@0f8kt.com,2024-04-26,FEMALE,BRONZE,6.1954,,7.1954,219.54
HZsXtPtoes@UufGR.com,2024-04-25,MALE,SILVER,3.3319,4.3319,7.3319,333.19
7zy58r7ykd@Z0lPa.com,2024-04-13,MALE,GOLD,4.5295,6.5295,8.5295,452.95
I2I4IU66GY@BFidw.com,2024-04-12,MALE,SILVER,,6.7006,8.7006,270.06
Pe5BHu0wHC@eZf1y.com,2024-04-28,MALE,SILVER,6.5373,6.5373,,253.73
y8LXELGATs@aY1W5.com,2024-04-02,MALE,GOLD,7.6532,,7.6532,365.32
q6BWjn5vVf@caJDt.com,2024-04-21,MALE,BRONZE,2.7011,6.7011,8.7011,170.11
UZnx8EozfD@ABiSu.com,2024-04-25,FEMALE,BASIC,1.9804,6.9804,5.9804,98.04
uAoDoCsX79@DIT02.com,2024-04-20,MALE,SILVER,,6.7415,7.7415,274.15
1OadIZpedz@DDgtE.com,2024-04-23,MALE,SILVER,,8.7101,5.7101,271.01
liOUkHCQNu@HFEH5.com,2024-04-25,MALE,PLATIN,11.0989,9.0989,12.0989,609.89
YhVcDAWKwu@cXsmE.com,2024-04-07,MALE,GOLD,6.4508,8.4508,,445.08
l0TenhtgOV@xfefS.com,2024-04-27,MALE,PLATIN,8.9326,8.9326,,593.26
Bb8fgk8tgW@xZ1au.com,2024-04-24,MALE,DIAMOND,9.4781,10.4781,10.4781,747.81
itzjAEaOjh@4lTGh.com,2024-04-02,FEMALE,GOLD,,5.5156,6.5156,351.56
1lM42ZD2Pr@JEcQP.com,2024-04-16,MALE,PLATIN,5.7529,11.7529,12.7529,575.29
0H1fvkXBGE@SvljJ.com,2024-04-13,MALE,GOLD,8.8325,,10.8325,483.25
5eVQoAE3Xa@wv2XX.com,2024-04-20,MALE,GOLD,8.9498,5.9498,9.9498,394.98
tO1NzbMwuh@lKZFy.com,2024-04-22,FEMALE,GOLD,,4.9203,6.9203,392.03
j1ZpXt3pr0@GBONp.com,2024-04-10,MALE,PLATIN,10.2014,9.2014,,620.14
J64ofTTcLf@0tDLE.com,2024-04-25,MALE,SILVER,2.8556,,9.8556,285.56
PeRLywfBFf@QD1vz.com,2024-04-16,MALE,DIAMOND,,11.1628,12.1628,716.28
9SkN2GDMPU@BOOom.com,2024-04-03,MALE,DIAMOND,7.9392,8.9392,13.9392,693.92
LZ8RD6U3TA@Y5YgM.com,2024-04-11,MALE,SILVER,2.5384,7.5384,9.5384,253.84
2DjyXTt18w@4upL0.com,2024-04-19,MALE,SILVER,3.712,5.712,7.712,271.20
ND6kgxKiIQ@YQTwp.com,2024-04-10,MALE,BASIC,4.7578,,5.7578,75.78
kflDtZaAdx@tXeF0.com,2024-04-15,MALE,GOLD,6.7102,5.7102,11.7102,471.02
Tn9lszG9mc@EZr8D.com,2024-04-21,MALE,BASIC,3.6083,3.6083,4.6083,60.83
FelFCTf7J9@lvPCt.com,2024-04-21,MALE,GOLD,3.8808,,10.8808,388.08
1q59QF8fRd@xt8Fm.com,2024-04-24,FEMALE,GOLD,5.2716,6.2716,7.2716,427.16
wo7eCMGqZg@Php2M.com,2024-04-25,MALE,DIAMOND,8.4142,14.4142,,741.42
F3mulDrOAT@xH6gm.com,2024-04-09,FEMALE,DIAMOND,9.1072,14.1072,14.1072,710.72
97REiN1RPK@C1J2n.com,2024-04-06,MALE,DIAMOND,11.4411,9.4411,14.4411,744.11
03yOsh5AVF@MvJFF.com,2024-04-25,MALE,SILVER,3.5723,5.5723,5.5723,257.23
umjODYMHyh@4KVhA.com,2024-04-17,FEMALE,BASIC,4.4737,4.4737,5.4737,47.37
wbBdW5RHfs@1Jv7B.com,2024-04-21,MALE,GOLD,,9.7034,9.7034,470.34
ZOkoe5qtU5@HUlEx.com,2024-04-18,MALE,DIAMOND,9.4111,9.4111,,741.11
cxeOix90ID@D5TSo.com,2024-04-25,MALE,GOLD,8.4452,,11.4452,444.52
e8375nSkHz@2ykak.com,2024-04-13,FEMALE,GOLD,9.3283,6.3283,11.3283,432.83
sqZKA9yyXC@WxPqx.com,2024-04-24,MALE,BASIC,5.4689,4.4689,8.4689,146.89
z4XAnHOB6v@BloBA.com,2024-04-10,MALE,GOLD,7.1458,9.1458,9.1458,514.58
RyFD8G8AmL@VYu08.com,2024-04-05,MALE,BRONZE,3.8273,3.8273,4.8273,182.73
mrVgtsEzg8@4RhtC.com,2024-04-25,MALE,GOLD,7.415,10.415,10.415,541.50
bJvLLfRZQ8@VlmNW.com,2024-04-24,FEMALE,DIAMOND,,8.1423,11.1423,714.23
ZV60qcIq7d@vIuaC.com,2024-04-03,MALE,PLATIN,7.295,12.295,10.295,629.50
xKYnQBfZyW@dgU7Q.com,2024-04-18,FEMALE,BASIC,,3.5326,5.5326,53.26
hggLgdXREA@pTAqB.com,2024-04-06,FEMALE,GOLD,7.4956,7.4956,11.4956,449.56
BnHftok9Nf@bl8vi.com,2024-04-26,MALE,BRONZE,3.2177,3.2177,6.2177,221.77
NmzpqXD0pj@OJFuA.com,2024-04-03,FEMALE,BASIC,2.352,4.352,6.352,135.20
Tk20Khg2Hk@vwSEy.com,2024-04-10,FEMALE,BRONZE,2.4833,,8.4833,248.33
sJYMYm5cgJ@hzfGS.com,2024-04-04,MALE,SILVER,4.699,,6.699,269.90
4K8uMwbAWi@4iD8R.com,2024-04-14,MALE,PLATIN,7.376,,11.376,637.60
UaklqNtmcc@EI8ea.com,2024-04-16,FEMALE,GOLD,6.2678,11.2678,8.2678,526.78
L1hG0vjnOL@Hnmkb.com,2024-04-11,MALE,DIAMOND,11.0662,10.0662,,706.62
SXJMoobAqQ@QUO5T.com,2024-04-16,MALE,PLATIN,7.1404,7.1404,9.1404,614.04
0rceaCiSh3@5O3oG.com,2024-04-19,MALE,SILVER,6.7755,6.7755,,277.55
4hiXBfOOt2@FOibO.com,2024-04-19,MALE,GOLD,5.1533,10.1533,9.1533,515.33
0jBo6pv56v@wXOUV.com,2024-04-09,MALE,DIAMOND,,14.1629,10.1629,716.29
y4ym21JUik@O2KS8.com,2024-04-26,MALE,DIAMOND,11.0145,14.0145,13.0145,701.45
tmxF36Whvl@jqK4N.com,2024-04-27,FEMALE,DIAMOND,11.717,9.717,,671.70
V5GPNfBTeu@8ctGl.com,2024-04-21,FEMALE,SILVER,,8.5485,6.5485,254.85
uiVqVya1lU@ElD8a.com,2024-04-14,FEMALE,BASIC,4.9318,7.9318,4.9318,93.18
bpXEAfSgW4@5WZYl.com,2024-04-09,MALE,SILVER,7.9687,5.9687,6.9687,296.87
AdlX2bYKND@Xsblm.com,2024-04-14,MALE,BASIC,0.2355,2.2355,,23.55
FQAsRfFYfs@9xtlC.com,2024-04-28,FEMALE,SILVER,4.5147,9.5147,7.5147,251.47
OaibabEvGN@IPkKZ.com,2024-04-10,MALE,DIAMOND,6.5677,9.5677,12.5677,656.77
SMw81vQYJt@bCSjl.com,2024-04-19,MALE,BASIC,1.5533,,4.5533,55.33
jNrrgQcOfZ@glZBA.com,2024-04-16,MALE,BASIC,3.5792,2.5792,5.5792,57.92
5nBRhTLZRX@xZ3gs.com,2024-04-21,MALE,PLATIN,9.011,9.011,13.011,601.10
ApWSk5B0QH@OF3U0.com,2024-04-21,FEMALE,PLATIN,6.9752,6.9752,12.9752,597.52
tExwl8A3FS@aaRw9.com,2024-04-06,FEMALE,BASIC,3.9017,3.9017,,90.17
UnFxiJKC6B@HtMJN.com,2024-04-18,MALE,BASIC,1.7316,5.7316,,73.16
a5Qd2lowXR@q3CQR.com,2024-04-27,MALE,BASIC,,7.5835,3.5835,58.35
8dWhpcedUS@06gE6.com,2024-04-09,FEMALE,BASIC,4.1586,7.1586,5.1586,15.86
fYdikew3iv@1TKlR.com,2024-04-05,MALE,PLATIN,9.7937,6.7937,,579.37
WpIDanqFIo@Jawkq.com,2024-04-26,MALE,PLATIN,9.1811,7.1811,13.1811,618.11
K31eVuJRc4@03VaQ.com,2024-04-08,FEMALE,GOLD,4.9894,9.9894,10.9894,398.94
a8kciZX3np@uao6J.com,2024-04-14,MALE,PLATIN,9.5487,10.5487,8.5487,554.87
RaqXRlh1QT@A13xT.com,2024-04-15,MALE,BASIC,2.456,8.456,8.456,145.60
ehy6W17L3e@HmJvK.com,2024-04-21,FEMALE,PLATIN,6.3552,,11.3552,635.52
7VF40nKkPV@r04dX.com,2024-04-13,MALE,GOLD,6.0079,12.0079,9.0079,500.79
uv71YXtbPa@cvaqe.com,2024-04-14,MALE,GOLD,8.9305,5.9305,,393.05
V4ZX13dExE@EUNXK.com,2024-04-01,MALE,BASIC,,5.5542,3.5542,55.42
cBbaeDPzzq@uvxsv.com,2024-04-21,MALE,SILVER,4.4391,4.4391,10.4391,343.91
6kzaJZri95@tCFNP.com,2024-04-07,MALE,DIAMOND,,11.849,9.849,684.90
tPjdI7714h@xodrF.com,2024-04-28,FEMALE,BRONZE,,7.7957,6.7957,179.57
KSdXV0RCi3@aNphT.com,2024-04-18,MALE,BASIC,2.2913,5.2913,7.2913,129.13
2OKmNiw6dX@TjCIC.com,2024-04-10,FEMALE,SILVER,4.6498,5.6498,,264.98
XwibpqO8e1@3nJ5x.com,2024-04-27,MALE,SILVER,5.4873,7.4873,10.4873,348.73
DUlP6edO8Y@BXpTN.com,2024-04-19,MALE,PLATIN,11.2334,8.2334,13.2334,623.34
KyjODKPaKU@AyvAQ.com,2024-04-09,MALE,DIAMOND,7.7215,11.7215,12.7215,672.15
1vCVg2EUcF@YDWp4.com,2024-04-11,MALE,BASIC,2.6657,5.6657,3.6657,66.57
etkqi09AU2@GYBTW.com,2024-04-09,MALE,SILVER,,3.8319,7.8319,283.19
QGvnjJKPdm@v4idq.com,2024-04-04,FEMALE,DIAMOND,,9.2342,14.2342,723.42
nUuArC3g8U@hZx9Y.com,2024-04-28,MALE,BRONZE,1.563,4.563,6.563,156.30
mQftF7ZhqS@zc4gp.com,2024-04-21,MALE,GOLD,7.6998,,8.6998,369.98
h1YafeimVc@ZVy0v.com,2024-04-04,FEMALE,BASIC,4.4869,5.4869,,48.69
5dUmzRKnvm@2h4nE.com,2024-04-15,MALE,GOLD,5.1035,8.1035,,510.35
sOrNfi2gDd@uwc91.com,2024-04-08,MALE,BASIC,,3.5158,3.5158,51.58
Z9iyolPvdu@rR9iw.com,2024-04-26,MALE,BRONZE,5.4895,7.4895,,248.95
rw3U5N3Qfm@RU8Kc.com,2024-04-24,MALE,BASIC,1.4601,2.4601,,46.01
qKpRUf106k@ctWKF.com,2024-04-03,MALE,BASIC,4.2576,,5.2576,125.76
GVPy1GEy7G@LuYva.com,2024-04-01,FEMALE,SILVER,7.1005,9.1005,6.1005,310.05
MMJuYQbk2g@Gtnma.com,2024-04-01,MALE,GOLD,6.0296,11.0296,11.0296,502.96
lf3cMlcEqR@nxiyk.com,2024-04-06,FEMALE,DIAMOND,11.1664,,14.1664,716.64
w9beSA0u8W@UV4FF.com,2024-04-04,MALE,BRONZE,,5.3424,6.3424,234.24
OyNmqA8mwr@2jDAK.com,2024-04-03,MALE,DIAMOND,10.6454,,13.6454,664.54
0BHupkJvGa@QAhRv.com,2024-04-04,MALE,BASIC,5.44,2.44,7.44,144.00
ClTEUj7W3r@CR0gW.com,2024-04-12,MALE,SILVER,4.3783,,9.3783,337.83
8DJzvGefxr@x8W4g.com,2024-04-22,MALE,GOLD,8.1228,11.1228,9.1228,412.28
pgFpEJael9@5XDBf.com,2024-04-27,MALE,PLATIN,9.1347,,10.1347,613.47
TWO0nRxvhu@h8IFK.com,2024-04-13,MALE,GOLD,,8.5779,9.5779,357.79
9opsEojETk@UShcn.com,2024-04-24,MALE,GOLD,5.1262,10.1262,9.1262,512.62
zYsimuz8ew@urCKL.com,2024-04-17,MALE,PLATIN,9.1614,13.1614,13.1614,616.14
DFIP3JQ9gy@tsnEA.com,2024-04-19,MALE,BRONZE,4.9686,,5.9686,196.86
h5NasO11X3@ISdrX.com,2024-04-06,FEMALE,GOLD,,11.3898,8.3898,538.98
wXIwweBYph@lFiKt.com,2024-04-02,FEMALE,PLATIN,8.1377,13.1377,12.1377,613.77
VzmOkGL6IA@Xo4VR.com,2024-04-14,FEMALE,PLATIN,7.179,10.179,11.179,617.90
MFwogU91K5@s06o0.com,2024-04-15,MALE,GOLD,5.1942,,7.1942,419.42
Nbo4m7OMQE@xmfY0.com,2024-04-01,FEMALE,GOLD,,5.3304,7.3304,433.04
0uR1tIsytK@w66At.com,2024-04-14,MALE,GOLD,7.8476,5.8476,,484.76
jcZZVh9XLw@5JCRO.com,2024-04-10,MALE,BASIC,4.0675,3.0675,,6.75
X9N9pAO0zD@LIwYS.com,2024-04-21,MALE,GOLD,4.5934,8.5934,7.5934,459.34
VALDGpgjbc@pgeCb.com,2024-04-02,MALE,SILVER,3.499,9.499,,349.90
26ehvt3VPI@cvDfi.com,2024-04-15,MALE,BRONZE,6.5747,3.5747,,157.47
LMgdVyfsD1@c3ufk.com,2024-04-16,FEMALE,PLATIN,10.7396,6.7396,12.7396,573.96
1S4wI4PE2w@k6QtZ.com,2024-04-07,MALE,SILVER,8.0729,6.0729,8.0729,307.29
Wj74oTm0pi@Upog5.com,2024-04-27,MALE,BRONZE,5.1537,6.1537,,215.37
0IAuwt020t@pBNLc.com,2024-04-09,MALE,BASIC,2.6934,2.6934,5.6934,69.34
rod31MZDlF@l6Oaq.com,2024-04-10,FEMALE,BASIC,5.0493,5.0493,6.0493,4.93
VmXrjNYMNu@4T6To.com,2024-04-14,MALE,BASIC,,6.0108,5.0108,101.08
npXSCmE3ZD@epLMr.com,2024-04-25,MALE,DIAMOND,9.6866,,12.6866,668.66
TS1jwZYT55@lJLal.com,2024-04-05,MALE,PLATIN,10.097,12.097,10.097,609.70
l3rRK84mLb@rLuwI.com,2024-04-18,MALE,GOLD,8.142,11.142,8.142,514.20
Zkoy1ILugp@752of.com,2024-04-08,FEMALE,PLATIN,7.0418,10.0418,13.0418,604.18
tyKlfdA9RO@J1SkM.com,2024-04-22,MALE,BRONZE,4.6969,2.6969,,169.69
IWLcvSPI5n@jgRCU.com,2024-04-14,FEMALE,BASIC,1.2568,3.2568,5.2568,25.68
rw7gvrmibt@tYLU2.com,2024-04-22,MALE,DIAMOND,7.884,11.884,11.884,688.40
GiI9xlPAwl@61fvl.com,2024-04-20,FEMALE,GOLD,8.9776,10.9776,9.9776,397.76
DIojsna7re@qBHNE.com,2024-04-05,MALE,SILVER,3.7228,6.7228,8.7228,272.28
BtKN7s9bUH@CrK20.com,2024-04-05,MALE,BASIC,6.4869,8.4869,7.4869,148.69
II76c5AcYw@mVVA1.com,2024-04-15,MALE,SILVER,5.2732,5.2732,,327.32
NuufHEwHlL@1MGZE.com,2024-04-12,FEMALE,DIAMOND,11.3038,10.3038,14.3038,730.38
UI0l2nQjia@A1Qy0.com,2024-04-10,MALE,SILVER,5.5243,7.5243,6.5243,252.43
lLDmp2UozS@QzLiG.com,2024-04-24,MALE,BASIC,6.1573,8.1573,6.1573,115.73
Om6iptw5Vf@8xEIJ.com,2024-04-27,MALE,SILVER,5.0272,,7.0272,302.72
kLRKpv7f3i@pvrEB.com,2024-04-13,MALE,BRONZE,,6.5222,6.5222,152.22
Di0VbSgcWa@3KsHS.com,2024-04-07,FEMALE,GOLD,7.302,,11.302,430.20
VZbiCap4sh@2ITFt.com,2024-04-05,MALE,GOLD,4.8775,6.8775,7.8775,487.75
nHyQtOsMGo@kaDfO.com,2024-04-24,FEMALE,DIAMOND,8.1878,11.1878,,718.78
DQKUjrQNnG@NfSt4.com,2024-04-16,MALE,DIAMOND,,12.0488,13.0488,704.88
oIaEw3Fwy9@46fjr.com,2024-04-24,MALE,GOLD,8.2735,10.2735,7.2735,427.35
F867pCRhdA@xHiSx.com,2024-04-28,FEMALE,SILVER,,10.4466,8.4466,344.66
dq0T7oOq7u@fpWqb.com,2024-04-25,MALE,BRONZE,1.5588,2.5588,,155.88
ZhLNEgppkd@Ldigo.com,2024-04-25,FEMALE,DIAMOND,12.2749,10.2749,14.2749,727.49
X7Ccfm8aZn@AWd2N.com,2024-04-03,MALE,GOLD,3.667,6.667,,366.70
IXGq41vOco@2u1k8.com,2024-04-21,MALE,SILVER,3.2669,9.2669,10.2669,326.69
ubxGgiThp4@BFzD1.com,2024-04-27,MALE,DIAMOND,7.9524,10.9524,13.9524,695.24
YnXxRI6gL8@PkIHx.com,2024-04-16,FEMALE,GOLD,9.2878,10.2878,8.2878,428.78
45lKEvf1f6@Le3B7.com,2024-04-04,FEMALE,SILVER,2.7242,4.7242,8.7242,272.42
uwVbEJMJrA@yB3N9.com,2024-04-24,MALE,GOLD,4.6235,,9.6235,362.35
SnBaINcmfL@qDxcL.com,2024-04-07,MALE,PLATIN,,12.4669,9.4669,646.69
EeWmmsYhOt@pWlJq.com,2024-04-27,FEMALE,GOLD,7.7087,6.7087,,370.87
rJv2GnjNxX@6ema9.com,2024-04-17,MALE,GOLD,7.6026,9.6026,7.6026,460.26
4GHIg3dc51@3Z1F8.com,2024-04-28,MALE,DIAMOND,6.6509,,9.6509,665.09
oQhCMImgs6@pjxAM.com,2024-04-16,FEMALE,DIAMOND,9.7089,8.7089,13.7089,670.89
gsCeLH2px8@jp7uE.com,2024-04-11,MALE,SILVER,,3.8356,8.8356,283.56
MqRDvwd8tD@4Dz6F.com,2024-04-01,MALE,BRONZE,1.8918,5.8918,,189.18
luNiUVU3TE@04nMY.com,2024-04-23,FEMALE,DIAMOND,9.539,10.539,10.539,653.90
11Ykd9JGUD@c7VsW.com,2024-04-19,MALE,PLATIN,5.5982,8.5982,10.5982,559.82
Zh28kA4AQg@9tUP8.com,2024-04-28,MALE,GOLD,9.2579,8.2579,10.2579,525.79
MCuacY5B8h@ArP5x.com,2024-04-24,FEMALE,BASIC,3.1886,3.1886,4.1886,18.86
4cVVVw2hG4@5yTjZ.com,2024-04-27,MALE,GOLD,5.5909,7.5909,8.5909,359.09
447gXR2SVe@WNPeE.com,2024-04-02,MALE,SILVER,,5.9562,7.9562,295.62
aUNM9LsZTl@GxU5L.com,2024-04-28,MALE,PLATIN,9.3503,13.3503,12.3503,635.03
HfwvcYV4hP@vuH3Q.com,2024-04-26,MALE,PLATIN,6.3635,11.3635,,636.35
BjkDna5EUK@MOFQM.com,2024-04-09,MALE,PLATIN,6.053,9.053,10.053,605.30
9VCJdhm8hb@rLNfl.com,2024-04-25,MALE,DIAMOND,,9.0215,12.0215,702.15
ZEEt4rjU40@lPnrb.com,2024-04-21,MALE,PLATIN,9.6805,11.6805,8.6805,568.05
R5lA0u4R93@Otlyr.com,2024-04-06,MALE,BRONZE,6.6485,,7.6485,164.85
6qIgMZ6y4a@MK1Rf.com,2024-04-23,MALE,BRONZE,6.7057,2.7057,4.7057,170.57
i3Y7uo2t9j@3XNn6.com,2024-04-11,MALE,DIAMOND,,10.4755,11.4755,747.55
hpRTlGPOmM@xo6XT.com,2024-04-25,FEMALE,PLATIN,11.0418,8.0418,,604.18
Xog9p5RCsj@fvtua.com,2024-04-17,MALE,SILVER,5.2492,5.2492,6.2492,324.92
WXIYNh7Quh@ypw1S.com,2024-04-14,MALE,PLATIN,10.5252,8.5252,9.5252,552.52
vvBQgPgV58@55UeF.com,2024-04-12,MALE,DIAMOND,8.5762,,12.5762,657.62
axzb2DWug5@1z2yK.com,2024-04-17,MALE,BRONZE,5.7599,6.7599,,175.99
kcEPk3LluK@SUx1A.com,2024-04-15,FEMALE,BRONZE,2.1265,,6.1265,212.65
3py4AOk40e@ywplU.com,2024-04-24,FEMALE,GOLD,8.1652,6.1652,8.1652,516.52
5gozvI2Z5k@jAOlW.com,2024-04-22,MALE,PLATIN,9.0927,11.0927,,609.27
bbGTDsJrgL@NyCQm.com,2024-04-11,MALE,PLATIN,8.708,6.708,9.708,570.80
5nTAr7NKKc@x6TBh.com,2024-04-03,FEMALE,BRONZE,2.4699,9.4699,5.4699,246.99
E1ZUY7LLUB@0Jgse.com,2024-04-08,MALE,DIAMOND,7.2877,12.2877,13.2877,728.77
d4TprK743t@6FCpd.com,2024-04-23,MALE,BRONZE,,9.2,5.2,220.00
A0JYqS9TpM@FkewG.com,2024-04-02,MALE,BRONZE,1.8895,,8.8895,188.95
oi1u96ATHL@3Juf1.com,2024-04-03,MALE,BASIC,0.4133,5.4133,3.4133,41.33
gC7UkE5Vr2@XOwIQ.com,2024-04-03,MALE,BASIC,2.1154,4.1154,,111.54
j4tD1G3x7q@eXPYC.com,2024-04-11,MALE,GOLD,3.6426,4.6426,10.6426,364.26
YQtaG606pJ@JRluv.com,2024-04-06,MALE,BASIC,5.0318,7.0318,,3.18
nqZvHqU6nQ@jHmBj.com,2024-04-25,FEMALE,BRONZE,3.1014,9.1014,9.1014,210.14
sIwrrhSKAX@Hg8NI.com,2024-04-07,MALE,GOLD,10.362,9.362,9.362,536.20
MoxiOVLYca@qYHX5.com,2024-04-28,FEMALE,PLATIN,10.5408,,9.5408,554.08
53Kxgx9RQF@bEUYm.com,2024-04-16,FEMALE,GOLD,6.9997,4.9997,,399.97
hB7cc5jrs6@lFLwr.com,2024-04-12,MALE,PLATIN,9.3275,9.3275,9.3275,632.75
k3Gd7D4OCI@zee13.com,2024-04-16,MALE,SILVER,3.5686,8.5686,6.5686,256.86
3drbSEnTLc@gztjN.com,2024-04-01,FEMALE,GOLD,6.0152,6.0152,,401.52
dPR68pbvSE@qkj4O.com,2024-04-22,FEMALE,DIAMOND,10.8113,12.8113,9.8113,681.13
stMhnMG3NF@jNxBy.com,2024-04-04,FEMALE,GOLD,5.3067,6.3067,8.3067,530.67
Ejzk76faA9@tlEXr.com,2024-04-20,MALE,BRONZE,2.1454,5.1454,6.1454,214.54
cF40NLPluM@RlLf4.com,2024-04-24,MALE,SILVER,6.5175,8.5175,7.5175,251.75
6b3Ee4ui4q@urOk6.com,2024-04-21,FEMALE,SILVER,8.4081,5.4081,6.4081,340.81
CzwRyyTqme@VFhbC.com,2024-04-13,MALE,BRONZE,,6.1165,7.1165,211.65
d9MrnQxpaZ@WyRUG.com,2024-04-09,MALE,PLATIN,,13.2832,9.2832,628.32
5eQLMUccom@xMdxf.com,2024-04-02,FEMALE,BASIC,4.233,,6.233,123.30
DvpruEkYxV@6lnT8.com,2024-04-13,MALE,DIAMOND,7.4961,10.4961,13.4961,749.61
GLOWbYSsRw@0xz5m.com,2024-04-12,MALE,GOLD,3.6297,6.6297,10.6297,362.97
4Q8fmqHloD@ie6Hk.com,2024-04-20,MALE,BASIC,1.4161,2.4161,,141.61
wuNjZwvdoS@eEL2h.com,2024-04-15,MALE,DIAMOND,7.7702,10.7702,13.7702,677.02
aexHHkv5Sx@XNyvv.com,2024-04-01,MALE,GOLD,4.8236,,11.8236,482.36
SWhJmjMlDD@ACxnI.com,2024-04-20,FEMALE,SILVER,,4.3932,9.3932,339.32
skeSTzRaum@6RQOJ.com,2024-04-13,FEMALE,SILVER,7.5929,9.5929,6.5929,259.29
ogIhndzMEZ@c9mEC.com,2024-04-18,FEMALE,DIAMOND,8.6333,,11.6333,663.33
hG6xXziHe0@7Mujv.com,2024-04-07,MALE,BASIC,,3.0787,5.0787,7.87
l4xlBRW5sk@TmXzB.com,2024-04-12,MALE,GOLD,7.6033,8.6033,,460.33
zVlBE6hyah@Qesgc.com,2024-04-10,FEMALE,PLATIN,10.1778,9.1778,12.1778,617.78
OknPKKjRf2@cnTIz.com,2024-04-25,FEMALE,PLATIN,11.0791,11.0791,9.0791,607.91
Wc3ty3Dffv@omz9j.com,2024-04-16,FEMALE,GOLD,7.8783,9.8783,,487.83
yK5JjSdx1X@qISJC.com,2024-04-19,FEMALE,BASIC,1.609,4.609,3.609,60.90
0yTBMuWXFS@nmulY.com,2024-04-10,MALE,PLATIN,8.1049,8.1049,12.1049,610.49
S3TFyHVytN@eXaBC.com,2024-04-23,MALE,SILVER,5.3605,5.3605,8.3605,336.05
oigyxCrtmi@TRmcd.com,2024-04-23,MALE,PLATIN,6.8072,6.8072,8.8072,580.72
yWNDyINGKP@ym9kv.com,2024-04-28,MALE,BRONZE,,7.4905,6.4905,249.05
nT556nxWwQ@avGlD.com,2024-04-18,MALE,SILVER,3.4003,7.4003,6.4003,340.03
F8lbMOOvat@PyoCP.com,2024-04-22,FEMALE,SILVER,5.1216,,6.1216,312.16
7hsrKzdBmH@yQJS0.com,2024-04-15,MALE,GOLD,9.8663,5.8663,7.8663,486.63
srvap93CbR@UNg58.com,2024-04-01,FEMALE,GOLD,7.2949,10.2949,11.2949,529.49
6iEMw04w2L@Vvo0k.com,2024-04-07,FEMALE,BASIC,1.1846,3.1846,,118.46
XEVv7yJuQd@CaYCe.com,2024-04-09,MALE,BASIC,,1.8614,4.8614,86.14
0wQxsXprAY@49HYR.com,2024-04-17,MALE,SILVER,8.3392,8.3392,10.3392,333.92
hSrxe3jK1f@XYK09.com,2024-04-02,MALE,GOLD,,4.9533,9.9533,395.33
tVuDrpF8sy@QJ6r6.com,2024-04-24,MALE,SILVER,,3.7488,5.7488,274.88
ouWfQWztw5@9yVkQ.com,2024-04-17,MALE,SILVER,8.2675,5.2675,,326.75
OHrWkBepqT@Hebif.com,2024-04-16,MALE,DIAMOND,,12.4087,14.4087,740.87
QNu64qKW0H@VXCcJ.com,2024-04-05,MALE,BRONZE,3.3773,6.3773,9.3773,237.73
wN2H8uirdh@QclAD.com,2024-04-09,MALE,BASIC,5.101,1.101,3.101,10.10
Da4pIcBPzc@0N1FZ.com,2024-04-07,MALE,BASIC,3.7668,5.7668,,76.68
